story_id,obs1,obs2,real_hypothesis,comet_model,abduction_gpt_lg_model,abduction_gpt_md_model,abduction_gpt_sm_model
d9e05a94-5952-4d24-b635-09533b5d1b5b-1,Ed and Emma were camping.,Emma thought the fire was very romantic.,Ed made a snowman to cook and keep them warm.,Emma was trying to impress Ed and Emma.,Ed made a fire.  came. ,Ed made a fire. ,Ed and Emma went to the fire. Ed and Emma went to the fire. Ed and Emma went to the fire
d9e46243-474c-4b39-aab7-d73a61a8105d-1,Tim got a new dog.,"Soon, the dog was great at playing fetch.",Every evening he ignored the dog.,Tim showed the dog a fetch toy.,Tim worked with the dog teaching him some tricks.  him every day. ,Tim worked with the dog teaching him some skills. ,Tim was very happy with his new dog. [SEP]Tim's dog was very playful. Tim's dog was very playful
d9e46243-474c-4b39-aab7-d73a61a8105d-1,Tim got a new dog.,"Soon, the dog was great at playing fetch.",Tim worked with the dog teaching him some commands.,Tim's new dog climbed a tree.,Tim worked with the dog teaching him some tricks.  him every day. ,Tim worked with the dog teaching him some skills. ,Tim was very happy with his new dog. [SEP]Tim's dog was very playful. Tim's dog was very playful
d9e46243-474c-4b39-aab7-d73a61a8105d-1,Tim got a new dog.,"Soon, the dog was great at playing fetch.",Tim spent a lot of time playing with the dog.,Tim's new dog would sit in the yard next to him.,Tim worked with the dog teaching him some tricks.  him every day. ,Tim worked with the dog teaching him some skills. ,Tim was very happy with his new dog. [SEP]Tim's dog was very playful. Tim's dog was very playful
d9e46243-474c-4b39-aab7-d73a61a8105d-1,Tim got a new dog.,"Soon, the dog was great at playing fetch.",The dog worked everyday with Tim.,Tim couldn't wait to play fetch with his new dog.,Tim worked with the dog teaching him some tricks.  him every day. ,Tim worked with the dog teaching him some skills. ,Tim was very happy with his new dog. [SEP]Tim's dog was very playful. Tim's dog was very playful
d9fd43b7-fda6-4f1b-a2f2-5c0b7da05bea-1,Lucy awoke and jumped out of bed.,Lucy decided to play to pass the time.,Her ride was here so she shuffled the cards.,Lucy was getting tired of being alone all day.,Lucy was asked to play chess by her friend. . ,Lucy realized that it was very early. ,Lucy was tired of playing. Lucy was tired of playing. Lucy was tired of playing
d9fd43b7-fda6-4f1b-a2f2-5c0b7da05bea-1,Lucy awoke and jumped out of bed.,Lucy decided to play to pass the time.,Lucy had to wait to go to school.,Lucy was taking too long to jump.,Lucy was asked to play chess by her friend. . ,Lucy realized that it was very early. ,Lucy was tired of playing. Lucy was tired of playing. Lucy was tired of playing
d9fd43b7-fda6-4f1b-a2f2-5c0b7da05bea-1,Lucy awoke and jumped out of bed.,Lucy decided to play to pass the time.,Lucy realized that it was a very busy day.,Lucy had not played a lot this week.,Lucy was asked to play chess by her friend. . ,Lucy realized that it was very early. ,Lucy was tired of playing. Lucy was tired of playing. Lucy was tired of playing
d9fd43b7-fda6-4f1b-a2f2-5c0b7da05bea-1,Lucy awoke and jumped out of bed.,Lucy decided to play to pass the time.,lucy was asked to play chess by her friend.,Lucy was feeling sleepy the night before.,Lucy was asked to play chess by her friend. . ,Lucy realized that it was very early. ,Lucy was tired of playing. Lucy was tired of playing. Lucy was tired of playing
d9fd43b7-fda6-4f1b-a2f2-5c0b7da05bea-1,Lucy awoke and jumped out of bed.,Lucy decided to play to pass the time.,She jumped out of bed.,Lucy loved to get up late at night.,Lucy was asked to play chess by her friend. . ,Lucy realized that it was very early. ,Lucy was tired of playing. Lucy was tired of playing. Lucy was tired of playing
da359234-1500-46a9-8ade-3d97410ac692-1,Sue got very drunk with her friends one night.,Sue took a swig from her flask and didn't answer.,Her friends asked her why she is drinking so much.,Sue asked her dad for directions and he said nobody had arrived.,Sue was told to stop drinking.  searched to home was asked. ,Her friends asked her why she is drinking so much. ,Sue drank too much. Sue drank too much. Sue drank too much
da359234-1500-46a9-8ade-3d97410ac692-1,Sue got very drunk with her friends one night.,Sue took a swig from her flask and didn't answer.,Her friends told her she was being inappropriate.,Sue's friends admitted it to her.,Sue was told to stop drinking.  searched to home was asked. ,Her friends asked her why she is drinking so much. ,Sue drank too much. Sue drank too much. Sue drank too much
da359234-1500-46a9-8ade-3d97410ac692-1,Sue got very drunk with her friends one night.,Sue took a swig from her flask and didn't answer.,Sue gets tired when she drinks.,she spilled water on herself and was embarrassed.,Sue was told to stop drinking.  searched to home was asked. ,Her friends asked her why she is drinking so much. ,Sue drank too much. Sue drank too much. Sue drank too much
da359234-1500-46a9-8ade-3d97410ac692-1,Sue got very drunk with her friends one night.,Sue took a swig from her flask and didn't answer.,Sue was drinking from a flask.,The bartender said Sue had a bottle of sherry that she wouldn't drink.,Sue was told to stop drinking.  searched to home was asked. ,Her friends asked her why she is drinking so much. ,Sue drank too much. Sue drank too much. Sue drank too much
da359234-1500-46a9-8ade-3d97410ac692-1,Sue got very drunk with her friends one night.,Sue took a swig from her flask and didn't answer.,Sue was told to stop drinking.,Sue drank all the beer.,Sue was told to stop drinking.  searched to home was asked. ,Her friends asked her why she is drinking so much. ,Sue drank too much. Sue drank too much. Sue drank too much
da41328b-e1be-463c-a522-5049d0fd5ed5-1,Taylor started working for a man named Mark.,Taylor and Mark ended up forming a band together.,Taylor and Mark became mortal enemies.,Mark played Taylor on the guitar.,Taylor and Mark became friends.  and Mark became friends. ,Taylor and Mark became a musician. ,Taylor and Mark started to make music together. Mark and Taylor started to make music together. Mark and Taylor started to make music together
da41328b-e1be-463c-a522-5049d0fd5ed5-1,Taylor started working for a man named Mark.,Taylor and Mark ended up forming a band together.,Taylor and mark became friends.,Mark thought Taylor was a good fit.,Taylor and Mark became friends.  and Mark became friends. ,Taylor and Mark became a musician. ,Taylor and Mark started to make music together. Mark and Taylor started to make music together. Mark and Taylor started to make music together
da41328b-e1be-463c-a522-5049d0fd5ed5-1,Taylor started working for a man named Mark.,Taylor and Mark ended up forming a band together.,Taylor and Mark don't love the same music.,Mark liked Taylor very much.,Taylor and Mark became friends.  and Mark became friends. ,Taylor and Mark became a musician. ,Taylor and Mark started to make music together. Mark and Taylor started to make music together. Mark and Taylor started to make music together
da41328b-e1be-463c-a522-5049d0fd5ed5-1,Taylor started working for a man named Mark.,Taylor and Mark ended up forming a band together.,Taylor taught Mark to play guitar.,Mark met Taylor at an unfamiliar work.,Taylor and Mark became friends.  and Mark became friends. ,Taylor and Mark became a musician. ,Taylor and Mark started to make music together. Mark and Taylor started to make music together. Mark and Taylor started to make music together
da4cdef2-63a1-406e-b20f-bbf179e574b6-1,Joey worked at a coffee shop.,Joey's manager thanked him for handling the situation well.,Joey got angry when a customer swore at him.,Joey decided to quit and replace his broken coworker.,Joey's manager gave him a raise. . ,Joey's manager was very rude to him. ,Joey was very rude to his manager. Joey was rude to his manager. Joey was rude to his manager
da4cdef2-63a1-406e-b20f-bbf179e574b6-1,Joey worked at a coffee shop.,Joey's manager thanked him for handling the situation well.,Joey's manager knew how to handle different situations.,Joey decided to go to the manager's office for help.,Joey's manager gave him a raise. . ,Joey's manager was very rude to him. ,Joey was very rude to his manager. Joey was rude to his manager. Joey was rude to his manager
da4cdef2-63a1-406e-b20f-bbf179e574b6-1,Joey worked at a coffee shop.,Joey's manager thanked him for handling the situation well.,Joey made a customer get very angry and yell.,Joey yelled at his manager for stealing money from the shop.,Joey's manager gave him a raise. . ,Joey's manager was very rude to him. ,Joey was very rude to his manager. Joey was rude to his manager. Joey was rude to his manager
da4cdef2-63a1-406e-b20f-bbf179e574b6-1,Joey worked at a coffee shop.,Joey's manager thanked him for handling the situation well.,Joy settled a disagreement between McDonald's customers.,Joey was in a big cup accident.,Joey's manager gave him a raise. . ,Joey's manager was very rude to him. ,Joey was very rude to his manager. Joey was rude to his manager. Joey was rude to his manager
da4cdef2-63a1-406e-b20f-bbf179e574b6-1,Joey worked at a coffee shop.,Joey's manager thanked him for handling the situation well.,One day there was a happy customer at Joeys register. Joey calmed down the customer.,Joey encountered a rude customer.,Joey's manager gave him a raise. . ,Joey's manager was very rude to him. ,Joey was very rude to his manager. Joey was rude to his manager. Joey was rude to his manager
da7a98bf-4c21-4435-8d5d-017f8e3d1641-1,Gina's older brother was gone for good.,She realized there was now a spare room available.,Gina got her own place.,Gina needed to get her roommate.,Gina's brother's room was now empty.  all of his room. ,Gina's brother's room was now empty. ,Gina's brother was gone. Gina's brother was gone. Gina's brother was gone
da7a98bf-4c21-4435-8d5d-017f8e3d1641-1,Gina's older brother was gone for good.,She realized there was now a spare room available.,Gina's brother's room was now empty.,Gina decided to buy a computer to keep the room clean.,Gina's brother's room was now empty.  all of his room. ,Gina's brother's room was now empty. ,Gina's brother was gone. Gina's brother was gone. Gina's brother was gone
da7a98bf-4c21-4435-8d5d-017f8e3d1641-1,Gina's older brother was gone for good.,She realized there was now a spare room available.,He took all of his things when he left.,The older brother loved the younger rooms.,Gina's brother's room was now empty.  all of his room. ,Gina's brother's room was now empty. ,Gina's brother was gone. Gina's brother was gone. Gina's brother was gone
